SampleID, process                                                     , xsection(nb), kfactor , filtereff , generator                               , simulation
# signal non-res NLO+FT kappa_lambda=1
410647*_s*, PowhegPythia8EvtGen_A14_Wt_DR_inclusive_antitop             , 0.037905  , 0.9457  , 1         , Powheg+EvtGen(v1.6.0)                   , OFLCOND-MC16-SDR-16
410648*_a*, PowhegPythia8EvtGen_A14_Wt_DR_dilepton_top                  , 0.003997  , 0.9451  , 1         , Powheg+EvtGen(v1.6.0)                   , OFLCOND-MC16-SDR-16
410648*_s*, PowhegPythia8EvtGen_A14_Wt_DR_dilepton_top                  , 0.003997  , 0.9451  , 1         , Powheg+EvtGen(v1.6.0)                   , OFLCOND-MC16-SDR-16
410649*_a*, PowhegPythia8EvtGen_A14_Wt_DR_dilepton_antitop              , 0.0039939 , 0.9458  , 1         , Powheg+EvtGen(v1.6.0)                   , OFLCOND-MC16-SDR-16
410649*_s*, PowhegPythia8EvtGen_A14_Wt_DR_dilepton_antitop              , 0.0039939 , 0.9458  , 1         , Powheg+EvtGen(v1.6.0)                   , OFLCOND-MC16-SDR-16
412002  , aMcAtNloPythia8EvtGen_HThalfscale_tW_inclusive              , 0.07383   , 1.0     , 1         , aMcAtNlo+Pythia8+EvtGen(v.1.6.0)        , OFLCOND-MC16-SDR-16
412003  , aMcAtNloPythia8EvtGen_HThalfscale_tW_dilepton               , 0.0079027 , 0.956002, 1         , aMcAtNlo+Pythia8+EvtGen(v.1.6.0)        , OFLCOND-MC16-SDR-16
411036  , PowhegHerwig7EvtGen_H7UE_Wt_DR_inclusive_top                , 0.037957  , 0.9445  , 1         , Powheg+Herwig7(v7.0.4)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
411037  , PowhegHerwig7EvtGen_H7UE_Wt_DR_inclusive_antitop            , 0.037927  , 0.9452  , 1         , Powheg+Herwig7(v7.0.4)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
411038  , PowhegHerwig7EvtGen_H7UE_Wt_DR_dilepton_top                 , 0.0039993 , 0.9446  , 1         , Powheg+Herwig7(v7.0.4)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
411039  , PowhegHerwig7EvtGen_H7UE_Wt_DR_dilepton_antitop             , 0.0039961 , 0.9453  , 1         , Powheg+Herwig7(v7.0.4)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
410656  , PowhegPythia8EvtGen_A14_Wt_DS_dilepton_top                  , 0.0038751 , 0.9704  , 1         , Powheg+Pythia8.230+EvtGen               , OFLCOND-MC16-SDR-16
410657  , PowhegPythia8EvtGen_A14_Wt_DS_dilepton_antitop              , 0.0039586 , 0.9493  , 1         , Powheg+Pythia8.230+EvtGen               , OFLCOND-MC16-SDR-16

# H -> tau tau
345120  , PowhegPy8EG_NNLOPS_nnlo_30_ggH125_tautaul13l7               , 0.0030469 , 1       , 0.053756  , Powheg+Pythia8(v8.212)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
345121  , PowhegPy8EG_NNLOPS_nnlo_30_ggH125_tautaulm15hp20            , 0.0030469 , 2       , 0.037749  , Powheg+Pythia8(v8.212)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
345122  , PowhegPy8EG_NNLOPS_nnlo_30_ggH125_tautaulp15hm20            , 0.0030469 , 2       , 0.037826  , Powheg+Pythia8(v8.212)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
345123  , PowhegPy8EG_NNLOPS_nnlo_30_ggH125_tautauh30h20              , 0.0030469 , 1       , 0.1889    , Powheg+Pythia8(v8.212)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
346190  , PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_tautaul13l7        , 0.00023721, 1       , 0.057926  , Powheg+Pythia8(v.230)+EvtGen            , OFLCOND-MC16-SDR-16
346191  , PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_tautaulm15hp20     , 0.00023721, 2       , 0.040337  , Powheg+Pythia8(v.230)+EvtGen            , OFLCOND-MC16-SDR-16
346192  , PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_tautaulp15hm20     , 0.00023721, 2       , 0.040323  , Powheg+Pythia8(v.230)+EvtGen            , OFLCOND-MC16-SDR-16
346193  , PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_tautauh30h20       , 0.00023721, 1       , 0.19829   , Powheg+Pythia8(v.230)+EvtGen            , OFLCOND-MC16-SDR-16
345211  , PowhegPy8EG_NNPDF30_AZNLO_WmH125J_Winc_MINLO_tautau         , 0.000033417, 1       , 1         , Powheg+Pythia8(v8.212)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
345212  , PowhegPy8EG_NNPDF30_AZNLO_WpH125J_Winc_MINLO_tautau         , 0.000052685, 1       , 1         , Powheg+Pythia8(v8.212)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
345217  , PowhegPy8EG_NNPDF30_AZNLO_ZH125J_Zinc_MINLO_tautau          , 0.000055438, 1       , 1         , Powheg+Pythia8(v8.212)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16

# H -> WW
345324  , PowhegPythia8EvtGen_NNLOPS_NN30_ggH125_WWlvlv_EF_15_5       , 0.0005437 , 1       , 1         , Powheg+Pythia8(v8.212)+EvtGen(v1.2.0)   , OFLCOND-MC16-SDR-16
345948  , PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_WWlvlv             , 0.0000437 , 1       , 1         , Powheg+Pythia8(v.230)+EvtGen(v.1.6.0)   , OFLCOND-MC16-SDR-16
345325  , PowhegPythia8EvtGen_NNPDF3_AZNLO_WpH125J_MINLO_qqWWlvlv     , 0.000019548, 1       , 1         , Powheg+Pythia8(v8.212)+EvtGen(v1.2.0)   , OFLCOND-MC16-SDR-16
346561  , PowhegPythia8EvtGen_NNPDF3_AZNLO_WpH125J_MINLO_lvWWlvqq     , 0.000027602, 1       , 1         , Powheg+Pythia8(v.235)+EvtGen(v.1.6.0)   , OFLCOND-MC16-SDR-16
345433  , PowhegPythia8EvtGen_NNPDF3_AZNLO_WmH125J_MINLO_qqWWlvlv     , 0.000012247, 1       , 1         , Powheg+Pythia8(v8.212)+EvtGen(v1.2.0)   , OFLCOND-MC16-SDR-16
346560  , PowhegPythia8EvtGen_NNPDF3_AZNLO_WmH125J_MINLO_lvWWlvqq     , 0.000017370, 1       , 1         , Powheg+Pythia8(v.235)+EvtGen(v.1.6.0)   , OFLCOND-MC16-SDR-16
345054  , PowhegPythia8EvtGen_NNPDF3_AZNLO_WpH125J_MINLO_lvbb_VpT     , 0.00028278, 1       , 0.582     , Powheg(v2_r3133)+Pythia8(v8.212)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
345053  , PowhegPythia8EvtGen_NNPDF3_AZNLO_WmH125J_MINLO_lvbb_VpT     , 0.00017949, 1       , 0.582     , Powheg(v2_r3133)+Pythia8(v8.212)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
345336  , PowhegPythia8EvtGen_NNPDF3_AZNLO_ZH125J_MINLO_qqWWlvlv      , 0.000756  , 1       , 0.0226834  , Powheg+Pythia8(v8.212)+EvtGen(v1.2.0)   , OFLCOND-MC16-SDR-16
346524  , PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125J_MINLO_ZinclWWlvlv , 0.000123  , 1       , 0.0226834  , Powheg+Pythia8(v.235)+EvtGen(v.1.6.0)   , OFLCOND-MC16-SDR-16

# H -> ZZ
343233  , Powheggg2vvPythia8EvtGen_ggH125p5_gg_ZZ_2l2v_13TeV          , 0.00003458, 1       , 0.66221   , Powheg+Pythia8(v8.186)+EvtGen(v1.2.0)   , OFLCOND-MC16-SDR-20
450576  , PowhegPythia8EvtGen_NNLOPS_nnlo_30_VBFH125_ZZllbb           , 0.0000021542, 1       , 1         , Powheg+Pythia8(v.230)+EvtGen(v.1.6.0)   , OFLCOND-MC16-SDR-16

# H -> bb
345057  , PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125_llbb               , 0.00001242, 1       , 0.5824    , Powheg(v2_r3133)+Pythia8(v8.212)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
345949  , PowhegPythia8EvtGen_NNPDF30_AZNLOCTEQ6L1_VBFH125_bb         , 0.00218242752, 1       , 1         , Powheg+Pythia8(v.230)+EvtGen            , OFLCOND-MC16-SDR-16
345055  , PowhegPythia8EvtGen_NNPDF3_AZNLO_ZH125J_MINLO_llbb_VpT      , 0.00007704, 1       , 0.5824    , Powheg(v2_r3133)+Pythia8(v8.212)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16

# H -> cc
345113  , PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125_llcc               , 0.00001242, 0.02891 , 1         , Powheg+Pythia8(v8.212)+EvtGen(v1.2.0)   , OFLCOND-MC16-SDR-16

# VH
346311  , PowhegPythia8EvtGen_NNPDF30_AZNLO_WpH125J_Wincl_H_incl_MINLO, 0.00086164, 1       , 1         , Powheg+Pythia8(v.230)+EvtGen(v.1.6.0)   , OFLCOND-MC16-SDR-16
346312  , PowhegPythia8EvtGen_NNPDF30_AZNLO_WmH125J_Wincl_H_incl_MINLO, 0.00053979, 1       , 1         , Powheg+Pythia8(v.230)+EvtGen(v.1.6.0)   , OFLCOND-MC16-SDR-16
342285  , Pythia8EvtGen_A14NNPDF23LO_ZH125_inc                        , 0.00060122, 1       , 1         , Pythia8(v8.186)+EvtGen(v1.2.0)          , OFLCOND-MC16-SDR-16

# ttH
346343  , PhPy8EG_A14NNPDF23_NNPDF30ME_ttH125_allhad                  , 0.00023844, 1       , 1         , Powheg+Pythia8(v.230)+EvtGen(v.1.6.0)   , OFLCOND-MC16-SDR-16
346344  , PhPy8EG_A14NNPDF23_NNPDF30ME_ttH125_semilep                 , 0.00052458, 1       , 0.43844   , Powheg+Pythia8(v.230)+EvtGen(v.1.6.0)   , OFLCOND-MC16-SDR-16
346345  , PhPy8EG_A14NNPDF23_NNPDF30ME_ttH125_dilep                   , 0.000054667, 1       , 1         , Powheg+Pythia8(v.230)+EvtGen(v.1.6.0)   , OFLCOND-MC16-SDR-16
